term,estimate_pp,std.error_pp,statistic,p.value,conf.low_pp,conf.high_pp
treated_postTRUE,1.8950469090383157,0.07855496421147108,24.123833904841742,1.0286924827494908e-15,1.7306294793505226,2.0594643387261087
